title,label
Mini me😍 handing paper doll tutorial💕,0
Turning myself into a hanging paper doll! #trending #tutorial #art #paperdoll #hangingpaperdoll #diy,0
makeup tutorial #fyp #makeup #viralshorts,0
SIMPLE ARM WAVE TUTORIAL 🌊 #shorts #tutorial,0
How to Dougie | beginners tutorial #trending #dance #dancetutorials,0
Cornfield Chase #piano #interstellar #learn #tutorial  #lesson #piano #pianotutorial #pianomusic,0
Flare Tutorial Alex Destreza #acrobatics #gymnastics #BreakDance #Bboy #Powermoves #parkour #flips,0
Face Tracking Tutorial After Effects,0
KATSEYE - Gabriela HAND TUTORIAL (slowed down) #katseye #gabriela #dance  #kpopdance #dancetutorial,0
Michael Jackson Moonwalk Tutorial! *1 MINUTE DANCE LESSON*,0
Shallipopi- Laho dance tutorial for beginners #dance #tutorial #tutorials,0
drawing eye tutorial! #drawing #tutorial,0
#vaquero #tiktok #trend #dance #tutorial #comobailar,0
REAL MEWING TUTORIAL💀🧏🏻‍♂️#real #mewing #tutorial #shelove,0
Sticky Dance Challenge Tutorial #dance #tiktok,0
YouTube Tutorials,0
PASSO BEM SALTO - slowed tutorial 🔥 #dance #foryou #tutorial,0
Viral Mamushi Dance Challenge Slow-Mo Tutorial #tiktokdance #Megantheestallion,0
#shorts #howtodance #tutorial #dance #bachata,0
[XTINE] BLACKPINK - &#39;Shut Down&#39; Dance Tutorial (Mirrored + 75% speed),0
✅ Dyrroth Tutorial by Renyaaa,0
✅ Selena 4x Dash Combo Tutorial by Renyaaa,0
@Netflix Take Down - TWICE on kpop Demon Hunters TUTORIAL 0.7 #kpop #dance #tutorial #fyp #shorts,0
The Loser Ukulele Tutorial - Verzache Zach Farache #shorts #ukulele #tutorial,0
Text Reveal As You Walk  Vn Video Editor Tutorial,0
TUTORIAL Go through objects #TREND 👀😂#trend #creative #backstage #magic #tutorial #shorts,0
Cómo bailar Salsa MUY FÁCIL 💃🏻 #tutorial #shorts,0
SHIMMER &amp; SHINE DANCE TUTORIAL! ✨🩷🩵 ( FOLLOW ALONG! ) - CadelandMia #tutorial #cute #dance #viral,0
Eyebrow tutorial for beginners!,0
Air walk tutorial ✅ #funk #remix #airwalk #tutorial #dance #shortsfyp #slickback,0
#capaz #tutorial #merengueton #trend #dancetutorial #dance #tiktok,0
Shape of you 🌹 #edsheeran #piano #tutorial #pianolessons,0
Moonwalk Tutorial 🚶🔥,0
Gerardo Coronel &quot;El Jerry&quot; - Tutorial Para Olvidar  [Video Oficial],0
How to draw Thanos easy | Step-by-Step Drawing tutorial,0
DOUBLE CHARGE pen spinning tutorial 🌀 #shorts,0
Oreo Cookies! Recipe tutorial #Shorts,0
Slick back tutorial ‼️🔥 #slickback #tutorial #jubislide #viralchallenge #trending #shortsfyp #dance,0
✅ Martis Combo Tutorial by Renyaaa,0
#tutorial #tutorials #shortvideos #tutorialvideo #tutorialshorts #shorts #shake #emoji #shakeemoji,0
Step by Step Back Handspring Tutorial 🤸‍♀️✨,0
Fluffy Squishy 😱 #tutorial #diy #squishy #fluffy,0
Tshwala bam tutorial🔥🤩 #amapiano #dance #tutorial#dancevideo#explore #foryou #viral #fyp#southafrica,0
Quick Ollie tutorial for beginners🤓did you land it?👇#fingerboard #tutorial #techdeck,0
BIKIN SLIME DARI CLAY SESUAI REQUEST LAGIIIII 🤩 #slime,0
TUTORIAL SPLIT! 100% langsung khatam!,0
Chess type beat | Rat Dance | 쥐댄스 | Criss Cross Tutorial,0
Healing Your Heart With Quranic Verses - Mufti Menk | Islamic Lectures,0
Speak English Confidently || Sumita Roy || IMPACT || Trending with 24M Views on Youtube,0
Lecture Laa Ke | Nachhatar Gill | Full Video Song | Latest Punjabi Song | Angel Records,0
4 classiques à dévorer d’une traite ☀️🌻⛱️ #classique #lecture #livres,0
Personnalisez votre carnet de lectures !,0
The Deadliest Infectious Disease of All Time | Crash Course Lecture,0
Lecture,0
It&#39;s Insane To Not Have An Outline! - Brandon Sanderson&#39;s Writing Lecture #2 (2025) #writingadvice,0
Justice RC Lahoti Memorial Lecture Series | Hon&#39;ble Justice Surya Kant and Justice U. U. Lalit | MRU,0
❌How To Make Notes with Online Lectures?!📝 #jee #motivation,0
Lecture 1: Introduction to Power and Politics in Today’s World,0
&#39;This is my job&#39; - A wholesome moment during an Oxford University lecture 🥰,0
Leonard Susskind is a legend 🤣 #physics #funny #lecture,0
What is generative AI and how does it work? – The Turing Lectures with Mirella Lapata,0
Stanford&#39;s Sapolsky On Depression in U.S. (Full Lecture),0
Lecture: Biblical Series I: Introduction to the Idea of God,0
Survivorship Bias  - Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
LECTURE HALL IIT BOMBAY || #iitbombay #iit #iitmotivation,0
Physics Lecture is More Important! 🤯 @PWVidyapeeth.Maharashtra #shorts,0
"No, no, no, no, no",0
Alan Watts - Individual and the World Pt  1 Full Lecture - Alan Watts Organization Official,0
Why Jesus Ate Meat? | Prabhupada Shorts Lectures Bhagavatam Gita #prabhupadavani,0
The Turing Lectures: The future of generative AI,0
🤯FASTEST WAY to Watch Lectures!!!! ✅ #jee #motivation,0
Nietzsche: Socrates is Ugly,0
Pro-Israeli heckler disrupts lecture by historian Ilan Pappe,0
Lecture 2: Airplane Aerodynamics,0
he is tired of teaching 😭 #college #student #lecture #chatgpt #collegelife #twaingpt,0
How to Talk to Krishna? | Prabhupada Shorts Lectures Bhagavatam Gita #prabhupadavani,0
The Power of Patience: Learning to Trust Allah&#39;s Timing - Omar Suleiman | Islamic Lectures,0
Carl Sagan&#39;s 1994 &quot;Lost&quot; Lecture: The Age of Exploration,0
Horrified By Current Writing Tropes - Brandon Sanderson&#39;s Writing Lecture #3 (2025) #writingadvice,0
not a single recorded lecture will be watched #collegelife #college  #attendance #class #lecture,0
Pro-“Israeli” disrupts Palestinian liberation lecture by waving flag in protest,0
অতিরিক্ত চিন্তা করবেন না - নোমান আলী খান || Noman Ali Khan Notun lecture #নোমান_আলী_খান #Shorts,0
Chances of Going Pro - Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
Inside an IIT Bombay Lecture Hall  📚✨ !! #shorts #iitbombay #motivation #iitmotivation #beauty,0
Why Great Philosophers Don&#39;t Marry,0
My Mother Passes Away During Lecture 😔😢 #akhiayman #motivation #reminder,0
Do You Have Worldbuilders Disease?  - Brandon Sanderson&#39;s Writing Lecture #writing #worldbuilding,0
Your Job As a Writer - Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
Boing boing in the lecture hall at USC,0
How to maximize your lectures,0
Nastik Javed Akhtar | Indian Atheist | Himanshu KA LEcture,0
Grandpa Tolkien Cheated  - Brandon Sanderson&#39;s Writing Lecture #4 #writingadvice #lotr #writing,0
What happened after H.H Radhanath Swami’s lecture? | Why was everyone tired?,0
Alan Watts - Myth of Myself Full Lecture Part 1 - Alan Watts Organization Official,0
Philosophy in One Lecture,0
Getting Kicked Out Of A College Lecture,0
Retell Lecture PTE Exam Secrets,0
Retell Lecture PTE Exam Secrets,0
Nastik Osho | Indian Atheists | Himanshu KA LEcture,0
Philosophy in One Lecture,0
The earth as a planet - Carl Sagan&#39;s 1977 Christmas Lectures 1/6,0
🔥🔥पढ़ते समय नींद को Bye Bye 👋 | Avoid sleeping while studying #shorts #reels #tips #motivation,0
Going to attend first Lecture🥳 #iitbombay #iit #jee #shorts #viral #trending #motivation,0
Lecture hall #iitbombay #iit #iitjee,0
Whole Lecture Hall are Toppers 📍 #iitbombay #iit #iitjee #jeeadvanced #iitjam #iitdelhi #iitmadras,0
Watch Lectures like a PRO,0
Bro was cooking DURING A COLLEGE LECTURE! 😭,0
Lecture paglu  Aspirant 🎀 | IIT JEE | #iitjee,0
and it’s a required course #collegelife #professors #class #lecture #university,0
Most Beautiful Lecture by Osho❤️ | @Lunarastro EXPLAINS,0
Constitution 101 | Lecture 1,0
The Sophia Lectures with Dr Iain McGilchrist - Lecture 1: Division and Union,0
Sarah Paine: The War For India (Lecture &amp; Interview),0
Randy Pausch Last Lecture: Achieving Your Childhood Dreams,0
Understanding Bernoulli&#39;s Theorem Walter Lewin Lecture,0
The Aztecs: Part 1,0
Failing At Writing Grimdark - Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
🤯FASTEST way to WATCH LECTURES 🔥| Rohit Nagar,0
Story Structures - Plot Theory: Brandon Sanderson&#39;s Writing Lecture #3 (2025),0
Lecture Ke Kaise Notes😱💯#pw #shorts #physicswallah #neet,0
Why Did World War I End So Suddenly? The Unexpected Armistice of 1918 - David Stevenson,0
Srila Prabhupada Hindi lecture Prabhupada hindi lecture #prabhupada #motivation #love,0
The Grand Lecture Hall of IIT Bombay #iit #iitbombay #jee,0
Lecturer किसे बोलते हैं ? | TEAM,0
Last Lecture Series: How to Live your Life at Full Power — Graham Weaver,0
⚡Watch Lectures like AIR 1🗿JEE 2026 | JEE 2027 | NEET 2026 | IIT motivation #jee #iit #shorts,0
"Think Fast, Talk Smart: Communication Techniques",0
Hard times will come once or twice in life | Vikas Divyakirti Ki Pathsala |#motivation #upsc #ias,0
What type of person are you at an Islamic lecture #shorts,0
LIVE या RECORDED क्या PREFER करें?? 🤔😥🚀 #PhysicaWallah #Shorts #Yakeen2pw,0
Sarah Paine: Why Japan Lost WW2 (Lecture &amp; Interview),0
IIT Bombay Lecture Hall | IIT Bombay Motivation | #shorts #ytshorts #iit,0
सारे LECTURES 2x की SPEED पर ही देखें !! 🤯💥🫡 #PWShorts #PhysicsWallah #NEET2023Results,0
How Successful People Think? Life Changing Lecture by Qasim Ali Shah,0
Last lecture of std-10 #education #vimalsir #std10,0
Invading a first year Maths lecture #shorts #tiktokviral #oxforduniversity,0
Cooking Curry During College Lecture! #foryou #viralvideos #shorts #funny #comedy,0
Why You Love Your Body? Srila Prabhupada lecture @srilaprabhupadateachings #prabhupada #love,0
Economics of Entertainment  - Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
STOP WORRYING AND TRUST ALLAH TO MAKE A WAY FOR YOU | Sh Belal Assad | Islamic Lectures,0
IIT Bombay Lectures and you can wear shorts 🩳 #iitbombay #iit #jee #iitjee #iitmotivation #jeemains,0
COOKED AFTER WATCHING 3 ONLINE LECTURES #shorts #minivlog #jee #study,0
Lecture La Ke Nikli | Part 1 | Bhangra #shorts,0
The Philosophy of Professional Writing: Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
❌1 SHOT vs FULL LECTURES?! 🤯 | IIT-JEE #iitjee #motivation,0
Teacher ki Death during lecture 😭#niazahmed #death #heartbreak #shortsyoutube #shortsfeed #shorts,0
LA LECTURE TRANSFORME VOTRE CERVEAU,0
How to Cook with Ice 🧊,0
How to Make Strawberry Lollipops,0
How to Unlock a Padlock with a Safety Pin! #shorts,0
How to Make Every COOKING RECIPE in Grow a Garden! (FULL GUIDE),0
how to make people stay out!,0
Voter list kaise download Karen 2025 | How to download new voter list 2025 | Voter ID Roll PDF,0
How to run faster?🤔 #shorts,0
Let’s learn how to crochet🤗💕,0
Knife Skills: How to Slice an Onion,0
How to Hold Chopsticks with Jet Tila,0
How to Tie a Half Windsor Knot (Shorts),0
How To GET HOT DOG In Grow A Garden! (HOT DOG RECIPE COOKING EVENT) Roblox,0
How To Make Paper Kunai,0
Facebook Account Kaise Delete Kare | How To Delete Facebook Account Permanently | Fb id delete,0
"How to Make ₹1 Crore with ₹50,000 Salary | Wealth Plan for Middle-Class India | Sanjay Kathuria",0
How to skip school like a pro #lifehack #comedy #shorts,0
How to punch correctly…,0
how to make hair band from rubber | rubber se hair band kaise banaye | easy rubber band making #diy,0
One of the reasons why u can’t wear colored contacts#howto #cosplay #foryou  #tutorial,0
How To Make a Pizza in Grow a Garden | How To Get Pizza Recipe in Grow a Garden | Roblox,0
How To Noodle A Catfish 😮,0
How to nutmeg your mates! #howto #skills #tutorial #tips #football #soccer,0
How to Fall Asleep Fast,0
How to make All the DIY games from squid game 3 #shorts #squidgame #diy,0
How to Make Super Fast Paper Ninja Star 🌟 #shorts,0
POV: How to catch a Thief,0
How to Fight a Gross Man 😡,0
How to Cut a Round Cake,0
🦌 How to make DEER AVATAR 99 nights in the Forest 🌳 #robloxavatar #99nightsintheforest #roblox,0
How To Get A New IPad Tablet Be Like Dwayne Peele x Arnold Ai Edition #aiart #chatgptart,0
How to make the viral water bubble. You need this type of thin nano tape! #satisfying #trending #diy,0
How To Become A Mummy 😱,0
How to draw a Perfect Star ⭐️,0
How to Gleek 💦,0
How To GET PIZZA In Grow A Garden! (PIZZA RECIPE COOKING EVENT) Roblox,0
How To Fix a Water Damaged Laptop,0
"How to Complete ANY Challenge - ANY Day, Any Time! #Shorts by Anna Kova",0
Hiccup’s Mom Is Hiding Another Night Fury in how to train your dragon ?,0
How to Make a Spider-Man Web Shooter | Paper Craft 🤩#shorts,0
How To GET ALL COOKING RECIPES In Grow A Garden! (COOKING EVENT RECIPES - ALL FOODS) Roblox,0
How to open a lock easy way,0
How to make Pizza plushie with tissue and glue🍕,0
ek mobile se dusre mobile me data kaise transfer kare | How to transfer data in another mobile,0
How to Steal a Brainrot in Minecraft 🤯 #shorts,0
how to draw a body,0
How to mew 😱,0
How to make the best MILK COFFEE for your friend?😅❤️☕️| CHEFKOUDY,0
How To Remove Sea Urchin Spines 😬,0
How To Do the Splits 😱,0
How To Fly,0
How to Steal a Brainrot in Minecraft 🤯 #shorts,0
how to join Today&#39;s Fortnite live event ? (Super Showdown),0
How to make the best MILK COFFEE for your friend?😅❤️☕️| CHEFKOUDY,0
"How to draw textures (wood, scales and grass) #shorts #art",0
How To Make Toast,0
Tatkal Ticket Kaise Book Kare | IRCTC Tatkal Ticket Booking | How to Book Tatkal Ticket in IRCTC,0
how to draw a body,0
How To Make a Sandwich in Grow a Garden | Sandwich Recipe Grow a Garden | Roblox,0
How to mew 😱,0
I Taught My Deaf Son How To Swim!!! #shorts,0
How To Do the Splits 😱,0
How To Remove Sea Urchin Spines 😬,0
How To Fly,0
"how to function with long nails, a tutorial 💅🏻౨ৎ⋆ ˚｡⋆🎀",0
HOW TO MAKE ALL FOODS FAST in Grow A Garden! (FULL GUIDE) Roblox,0
How To GET SANDWICH In Grow A Garden! (SANDWICH RECIPE COOKING EVENT) Roblox,0
How to give CHOCOLATE to your friend properly?😎❤️🍫| CHEFKOUDY,0
How to fight the right way,0
Delta Executor Mobile - UPDATED Delta Executor NO KEY (How To Get Delta Executor on iOS &amp; Android) ✅,0
How to do a Handstand,0
EP 28: How to run faster in 4 steps,0
How To Do An Aerial (6 Simple Steps) #gymnastics #aerial,0
How To AFK Farm The COOKING UPDATE Grow A Garden! (Grow A Garden),0
How To CARTWHEEL 🤸🏼 EASY TIPS🔥 #gymnast #cartwheel #tutorial #howto #easy,0
HOW TO CROCHET FOR ABSOLUTE BEGINNERS | EPISODE ONE,0
how to blow up a big bubble gum ball,0
This Is How To Cook Steak Perfectly Every Time,0
How to Make Sponge Ice Tutorial 🧊,0
How To GET SALAD In Grow A Garden! (SALAD RECIPE COOKING EVENT) Roblox,0
how to ACTUALLY style HAIR PARTY 😭 on Dress to Impress #dresstoimpress #roblox #dti,0
How to use Chopsticks 🥢✅,0
FINALLY🤩 New Hidden Achievement Mission 🤯| How To Complete All Achievement Mission In Free Fire 2025,0
How To Train Your Dragon | Official Trailer,0
How to legally steal a Labubu,0
How To Make A Cake In Grow A Garden Roblox | Cake Recipe ,0
How To GET PIE In Grow A Garden! (PIE RECIPE COOKING EVENT) Roblox,0
How to make the best CHOCOLATE CANDY surprise for your best friend?😅❤️🍫| CHEFKOUDY,0
How To Steal a Brainrot 💀,0
How to Start a Fashion Trend 😘,0
How To Survive In A Sewer 😧,0
How to Trade in Grow a Garden ROBLOX,0
How to Get A in Math Exams,0
HOW TO MAKE MAGIC SMOKE 😱,0
How to draw Anomail udud #trending #drawing #shorts,0
How to do Wash and Style 360 Waves,0
How to Do the Cooking Event in Grow a Garden (All Recipes + Rewards Guide!),0
How To Get Itachi Voucher In Free Fire || Epic Ninja Trials Event Defect Problem Kaise Thik Hoga,0
ICE CREAM RECIPE in Grow A Garden – How to Craft Ice Cream FAST in the Cooking Event! (Roblox),0
I Made GLUESTICK SLIME!? 😱😳 How to Make Slime Without Glue &amp; Activator,0
How To Do a Backflip 😨,0
UPSSSC PET Geography Classes 2025 | PET दर्शन सीरीज | UPSSSC PET Indian Geography Marathon,0
"MAHA MARATHON CLASS, VARG - 3 2025 NOTIFICATION | MPTET VARG-3 2025 VACANCY | MPTET VARG 3 2025",0
Google’s AI Course – 100% Free! ✅,1
Top 3 Cheapest Online Courses | Anurag Aggarwal,1
5 Short Term Courses | Online Courses | Certification Courses | Skill Based Courses,1
FREE AI Courses worth ₹50 Lakhs 🤩💰#shorts,1
Courses after 12th &amp; Graduation full form #shorts,1
Day1 से अंग्रेज़ी बोलना सीखें 😱| 100 Daily Use English Sentences | English Connection Kanchan Keshari,0
Triple Chocolate Brownie Part of Our Basic to Advance Course,0
FREE Courses by Google 2025 #shorts #google,1
💥Best Free AI Courses for Beginners! Must Do Courses for MBA Students☑️#mba #artificialintelligence,1
Top 5 courses for ECE students !!!!,1
പെട്ടന്ന് ജോലി കിട്ടാൻ ഏതു എടുക്കണം - Professional or Degree Course? #courses #smet #originals,a
Best Medical Courses After 12th pass|MBBS|BAMS|GNM|BSC|BUMS..#important #shortvideo #gk#knowledge,0
This obstacle course is WILD,0
ADCA Full Course | FREE ADCA Certificate...,1
5 Courses That Will CHANGE YOUR CAREER FOREVER 📽️| Ishan Sharma #shorts,0
Best Diploma Course After 12th #courses #shorts,0
Top AI courses that you can take for free,1
Top 5 programming courses,1
Coursera Courses Free (2025) ➤ How to Do Courses for FREE on Coursera?,0
"How to get Google, Microsoft, and IBM certificates for free ?  Try this! 😉 #shorts #certification",0
Disoriented Trump has golf course MELTDOWN,0
FREE GOOGLE COURSES !!! Earn 50k plus 👌🏻😱,1
"Advance Beautician course,threading practice time #shorts #shortreel #shortreelvideo #rupsmakeover",0
2-hour courses with certificates for students #shorts,1
Learn English A1 to B2 in 4 Hours (Complete English Grammar Course for Beginners),0
📚 5 High Paying Courses to do Along with BCom in 2025,0
"Important full forms degrees, Course, Certificate etc. #mba #ma #ssc #bcom #fullform #gk #shorts",0
Top 5 High paying courses after 12th without NEET #PCB #class12 #career #cuet,0
Top 5 😱 computer courses in-demand in 2025.,0
6 Short-term Courses (for high paying jobs) -- Read Pin Comment,0
TOP 10 BEST HIGH SALARY Diploma Courses After 10th &amp; 12th #shorts,0
Excel for Beginners - The Complete Course,1
7 FREE Online Courses Average Students Must Try! | Don&#39;t Miss,0
Harvard and Stanford&#39;s FREE A.I. courses!!!!,1
Could You Win This Obstacle Course?,0
The Classes I Took My Freshman Year of High School #shorts,0
Intro to Psychology: Crash Course Psychology #1,0
The World&#39;s Toughest Obstacle Course? 😮‍💨,0
Course After 12th and Course After Graduations Full Form #fullform #graduation #course #after12,0
Get any Course on Coursera Free 😲😱 #courserafreecourses #hacks #FreeCourse,0
Free Microsoft AI Course For Absolute Beginners in 2024,1
D pharm vs Dmlt course? #minivlog #youtubeshorts #dailyvlog #medicalstore #shorts #pharmacy #facts,0
Government Free Certificate Course | Government Free Course #upskillingcareer @Guidancegurujisbj,0
Silvester&#39;s method CPR ITI practical classes #electrician,0
RISKY obstacle course😱💀,0
"After BCom/BBA Best Professional Courses in India - Salary after CMA USA, CPA, ACCA, CFA, EA",0
merchant navy course | dns | Bsc nautical science | B.Tech Marine Engineering | #merchantnavy #ship,0
Harvard Course Requirements,0
TOP 10 BEST HIGH SALARY Diploma Courses After 10th &amp; 12th #shorts,0
merchant navy course | dns | Bsc nautical science | B.Tech Marine Engineering | #merchantnavy #ship,0
TOP 3 HIGH-PAYING TECH JOBS! (UPTO 50LPA) #shorts #techjobs,0
Harvard Course Requirements,0
Top 15 High Salary computer courses | 2021,1
The World&#39;s Toughest Obstacle Course? 😮‍💨,0
Get SEBI &amp; NISM Certified For FREE!,0
3 FREE Digital Marketing Courses 🔥 | #lmtshorts #shorts,0
TOP 10 BEST Courses After 10th &amp; 12th,0
Could You Win This Obstacle Course?,0
We Did A Divorce Course,0
Police not investigating golf course fight involving former NHL player,0
How to get Udemy courses for free?,0
OF COURSE I’M DELUSIONAL ‼️ #Joy #InsideOut #insideout2 #illusionmakeup #makeuptransformation #art,0
B. Sc COURSES FOR AFTER 12 TH MATHS BIO AND MATHS CS|SCIENCE STREAM DEGREES|3 YEAR DEGREE COURSES,0
"After BCom/BBA Best Professional Courses in India - Salary after CMA USA, CPA, ACCA, CFA, EA",0
Complete SEO Course for Beginners: Learn to Rank #1 in Google,1
💥5 Best Free Online Course Platforms🤩 Free Skills &amp; Certifications💥#shorts #bca#certification #viral,0
FREE A.I. courses for STUDENTS!!!,1
Ai to Create an Online Course in JUST 2 Days 😳,1
2 August Current Affairs 2025 | Daily Current Affairs | Current Affairs Today,0
What is Philosophy?: Crash Course Philosophy #1,0
HATE CODING? 20LPA+ NON-TECH JOBS 💸 #Jobs #nontechjobs,1
How to Get 10–20 Lakh Salary After Bachelor’s Degree? | High Paying Jobs 2025 | Intellipaat #shorts,0
Future Trading Course #crypto #bitcoin #cryptotrade #cryptocurrency #binance #trading,0
Power BI Full Course Tutorial (8+ Hours),1
Which Course is Best to Master AI?! 🎓| Tamil CEO Sidd Ahmed,1
"Delicious watermelon dishes🍉, first course and cake. #candy #food",0
3 Essential Skills you can start learning today! #excel #shorts,0
After 12th Best Courses for Girls | TOP 10 courses for GIRLS #shorts,0
wheatstone bridge ITI practical classes ITI #skills test class ITI exam practical,0
Graphic Design Basics | FREE COURSE,0
எந்த AI Course படிக்கலாம் | #Shorts,0
Which Coding Language Pays More in 2025? Python vs Java.. #python  #java #courses,0
Top 5 High-Demand Courses for Commerce Students 🔥✅ #shorts,0
12th के साथ JOB + COURSE की तैयारी कैसे करें? | Career Guidance 2026 | By Avinash Sir,0
5 FREE Online Courses Students Must Do in 2024 🔥| Ishan Sharma #shorts,0
New Trader vs professional Trader price action trading courses #crypto #forex #strategy #trading,0
Machine Learning for Everybody – Full Course,1
Best Medical Course After 12th Pass |MBBS|BAMS|B.Pharm|D.Pharm|M.Pharm #medical #full #from #shorts,1
Power of FREE AI Courses! 💸🔥 #shorts,1
5 free Google courses,1
Harvard CS50 – Full Computer Science University Course,1
Python courses for Beginners (FREE),1
30 Lakhs in 3 Months | Sell Courses and Earn Money,0
5 high paying B.Sc courses after 12th #shorts,0
Online courses✅ || #prashantkirad #motivation #exhubmotivation #podcast #rajshamani,0
When hockey instincts kick in on the golf course #shorts,0
Top 5 Computer Course | Beat Computer Course | #computercourse,0
Free Google Certification Courses | In-Demand Career Certifications (Must Know),1
Prawdziwe kocie historie #edukacja #fizyka #nauka,0
Genius test/challange your mind #iqtest #maths #schoollife #teacher #education #genius #activity,0
IQTEST 35#iqtest #iq #braintest #school #schoolactivity #childrenactivities #education,0
IQ TEST - 62 / Mind Game #education #maths #school #students #youtubeshorts #trending #braintest,0
Importance of education l essay on importance of education l speech on importance of education,0
Texas education leader urges action after teacher charged in Arkansas double murder,0
Drawing a Tractor with &#39;55&#39; / innovative ideas #education #drawing #school #students #youtubeshorts,0
Education Full Form🔥Full Form of Education👌#shorts #short,0
APJ Abdul Kalam&#39;s idea to reform Education system 🚀,0
Genius test/test your iQ #students #schoollife #education #school #mathstricks #funny #teacher #yt,0
Learn Shapes &amp; Numbers Wooden Slider Tumbling Toys | Preschool Kids Learning 3D Educational Toddler,0
Best Learning Videos For Kids | The Dr.Binocs Show | Fun Learning Videos For Kids | By Peekaboo Kids,0
Sensory test for 1st grade / innovation ideas #education #school #students #youtubeshorts,0
Brain Test - 42 / Test your IQ / Teacher innovation ideas.. #education #maths #school #students,0
improve logical thinking / innovative ideas. #education #maths #school #viralshorts #youtubeshorts,0
