title,label
POV: Playing Java Games on Classic Nokia C3-00 From 2010...,1
#1 Java Introduction,1
"Java Basics in Just 90 Seconds, Everything You Need to Know! #coding #shorts",1
38 Indonesian Street Foods in Java Island - SURABAYA #1 Duck + SEMARANG Nasi Goreng + SOLO Best Sate,1
Java Full Course for Beginners,1
Java tutorial beginner| Java interview questions | Java questions and answers | java syllabus #java,1
Junior vs Senior Backend developer| Beginner vs Pro | #programming #java #interview #coding #backend,1
Skeletons In Bedrock Vs Skeletons In Java… #shorts #viral,1
POV: Playing Java Games on Modern Nokia We Wished For...,1
Programming#python#javascript#java#c++#assembly #coding,1
JEEPS &amp; JAVA event at Cross Jeep (Over 150 Jeeps!),1
java edition moment,1
Learn Java in 14 Minutes (seriously),1
POV : Installing &amp; Playing Java Games on Nokia E72 (2009),1
Subscribe for more coding tips⬆️#trending #ai #coding #cs #python #java #viral #shorts #study,1
Roadmap for Java Developers.,1
POV: Playing Touch Java Games on Nokia Asha 311 From 2012...,1
Java New Feature Interview Question 🔥 | Sealed Interface Explained,1
O Aldeão do Bedrock Sola o do Java,1
Learn Java in 15 Minutes (seriously),1
Check if a number is even or odd without using loop or if- else #java #program #java4quicklearning,1
Lebih masuk akal Minecraft Java atau Bedrock nih?,1
Can you guess the output of following code in java #corejava #coding #program #java4quicklearning,1
Don&#39;t become a Java Developer in 2025 | Java Roadmap 2025 | Charan_techstudio,1
Java Skeleton VS Bedrock Skeleton 💀,1
🌎 Top Programming Languages &amp; Thier Uses #python #javascript #c++#java #swift #shorts #tech #viral,1
BEST SURVIVAL JAVA SEED! #shorts,1
Minecraft Bedrock vs. Java (which is better),1
Algorithms and Data Structures Tutorial - Full Course for Beginners,1
Fastest way to learn Data Structures and Algorithms,1
Data Structures Explained for Beginners - How I Wish I was Taught,1
5 Steps to Learn DSA - Complete Roadmap To Learn DSA,1
What are Data Structures?,1
Data Structure and Algorithm Patterns for LeetCode Interviews – Tutorial,1
Data Structures and Algorithms in 15 Minutes,1
Data Structures &amp; Algorithms Tutorial in Python #1 - What are data structures?,1
#DSA#DataStructures #dsa #CodingShorts #DSANights #TechEducation #LearnToCode #Programming #Leetcode,1
Data Structures and Algorithms for Beginners,1
How I&#39;d Learn Data Structures &amp; Algorithms For Free,1
Introduction to Data Structure and Algorithm | DSA Placement Course,1
How I mastered Data Structures and Algorithms #dsa #codinginterview #leetcode,1
Learn DSA Using Projects,1
Visualize algorithms and data structures in real time #coding #development #algorithm,1
how much DSA to learn?,1
Top 5 Data Structures for interviews,1
Data Structures and Algorithms (DSA) in Java 2024,1
How I Mastered Data Structures and Algorithms,1
Data Structures &amp; Algorithms #1 - What Are Data Structures?,1
Data Structures Explained for Beginners - How I Wish I was Taught,1
There is an Order to Learning Data Structures &amp; Algorithms!!!,1
BEST Way To Learn Data Structures And Algorithms (for beginners),1
Best Order to Learn Algorithms &amp; Data Structures,1
Data Structures and Algorithms,1
How I would learn to code,1
Visualize data structures and algorithms,1
I was bad at Data Structures and Algorithms. Then I did this.,1
Free Data Structures and Algorithms Course ~35 Hours | #DSA #faang,1
DSA Complete Series 🚀 : Data Structures &amp; Algorithms | by Shradha Khapra Ma&#39;am,1
Data Structures &amp; Algorithms Roadmap - What You NEED To Learn,1
What are Data Structures and Algorithms? – [Hindi] – Quick Support,1
Top 5 algorithms for interviews,1
Should you do dsa using python? 🤔 | DSA | Python | Machine Learning | GFG #geeksforgeeks,1
Quuck Sort Algorithm in Data Structures #quicksort #sorting #algorithm #datastructures,1
Binary Search Algorithm - Simply Explained,1
Is python the right choice for DSA? 🤔 | Python | Data Structures | GFG,1
Why You Need Data Structures and Algorithms,1
How I Mastered Data Structures and Algorithms,1
My Top 3 Tips for Learning Data Structures &amp; Algorithms,1
😳Master DATA STRUCTUREs in Jus 25Mins EASILY(Beginners with CODE)🔴,1
Stop solving 500+ Leetcode problems,1
Introduction to Data Structures &amp; Algorithms,1
Most commonly asked topics in coding interviews,1
Don’t learn Data Structure before knowing this ❌❌,1
Why You Need Data Structures and Algorithm Skills in Coding #programming #coding #softwareengineer,1
Top 6 Coding Interview Concepts (Data Structures &amp; Algorithms),1
The difference between Trees and Graphs (Data Structures),1
Data Structures and Algorithms using Java,1
Data Structures and Algorithms in Python - Full Course for Beginners,1
Competitive Programming vs Projects: What to Do in 2024?,1
Competitive Programming #coding #programming,1
How to start Competitive Programming ? Guide for Beginners !,1
Intro to Competitive Programming,1
What is Competitive Programming?,1
Competitive Programming - How to Start? Complete Guide,1
How to start Competitive Programming? For beginners!,1
CSES Problemset | Goldmine in Competitive Programming | #shorts,1
Adobe India Hackathon 2025 – All Questions Solutions | Quiz + Coding | 11 July 2025,1
Top 5 Competitive Programmers in the World🌍💻,1
Starting Competitive Programming - Steps and Mistakes,1
From Beginner to Grandmaster - Complete Roadmap for Competitive Programming,1
How To Become Red Coder? (codeforces.com),1
YOU DONT NEED A HIGH IQ FOR COMPETITIVE PROGRAMMING,1
Asking Google SDE &amp; Codeforces Master how to start Competitive Programming #cp #coding #google #sde,1
My Competitive Programming Journey (and how to practice),1
Solving 1200 Rated Questions | Competitive Programming Reaching 2000 Rating | Part-38 | STREAM #144,1
WHAT IS COMPETITIVE PROGRAMMING?,1
Competitive programming or DSA | what to choose for Placements,1
1 Secret to Competitive Coding by Air-1 Google Kickstart 🔥 | How to start Competitive Programming?,1
Master Competitive Programming with this RoadMap | *Free Resources Inside*,1
The Dark Side of Competitive Programming,1
Should you do Competitive Coding in 2024? for all Coders,1
Dynamic Programming Vs. Competitive Programming !! #DPvsCP #programming #skills,1
The best roadmap for competitive programming,1
Competitive Programming Sheet | Beginner to Advanced 🔥 | Codeforces and Codechef | Coding Rounds,1
Four years of Competitive Programming in four minutes.,1
Google Coding Interview With A Competitive Programmer,1
Competitive Programming as Fun!,1
What is Competitive Programming??  Benefits of Competitive Programming #Shorts #PWSkills,1
Take your Logic and Problem Solving Skills to the Moon | Coding | Competitive Programming | Guidance,1
Maths Required for Competitive Coding #shorts,1
BEST BOOKS FOR COMPETITIVE PROGRAMMING,1
5⭐ COMPETITIVE CODER REVEALS HOW TO START COMPETITIVE CODING | Competitive Programming for Beginners,1
Journey of Legendary Competitive Programmer William Lin | Competitive Programming By Coding Ninjas,1
Competitive Programming #mysirg,1
Best Way to Practice Competitive Programming,1
710&#39;s Insane Competitive Programming Training,1
DSA vs Competitive programming sigma male discussion about that #sigmarule #coding,1
Competitive Programmers ft @gkcs,1
Gennady Korotkevich Biography: The Unstoppable King of Coding | Tourist&#39;s Journey to 4000 Elo,1
Competitive Programming Roadmap | 0 to 6⭐ and Candidate Master | How to Start | 2024,1
Competitive Programmers favourite programming language #icpc #competitiveprogramming #cplusplus,1
Top Competitive Programmer vs. FAANG Interview Questions,1
Backtracking Algorithm for Competitive Programming,1
How Competitive Programming Stands out in resume | CodingBlocks #myntra #resume #placement #coder,1
Competitive Programming is a Gimmick,1
How to do Competitive Programming?? | Programming Tips | #Shorts #PWSkills #PhysicsWallah,1
What is Competitive Programming ? 🤔 Is It Necessary For Placement? #collegewallah #pwskills,1
From Noob to Expert: My Journey in Competitive Programming 🚀 | 1000+ Problems Solved,1
Java Full Course for Beginners,1
how I learned Java to break into FAANG (copy me),1
Java in 100 Seconds,1
Java vs Python: Which Language Should You Learn in 2025?  #shorts #java #python,1
#1 Java Introduction,1
"Java Basics in Just 90 Seconds, Everything You Need to Know! #coding #shorts",1
Java tutorial beginner| Java interview questions | Java questions and answers | java syllabus #java,1
Junior vs Senior Backend developer| Beginner vs Pro | #programming #java #interview #coding #backend,1
Packages - Java Tutorials For Beginners 20,1
Skeletons In Bedrock Vs Skeletons In Java… #shorts #viral,1
Programming#python#javascript#java#c++#assembly #coding,1
java edition moment,1
Learn Java in 14 Minutes (seriously),1
Subscribe for more coding tips⬆️#trending #ai #coding #cs #python #java #viral #shorts #study,1
Roadmap for Java Developers.,1
Java New Feature Interview Question 🔥 | Sealed Interface Explained,1
O Aldeão do Bedrock Sola o do Java,1
Check if a number is even or odd without using loop or if- else #java #program #java4quicklearning,1
Learn Java in 15 Minutes (seriously),1
Lebih masuk akal Minecraft Java atau Bedrock nih?,1
Can you guess the output of following code in java #corejava #coding #program #java4quicklearning,1
Don&#39;t become a Java Developer in 2025 | Java Roadmap 2025 | Charan_techstudio,1
Java Skeleton VS Bedrock Skeleton 💀,1
🌎 Top Programming Languages &amp; Thier Uses #python #javascript #c++#java #swift #shorts #tech #viral,1
BEST SURVIVAL JAVA SEED! #shorts,1
Minecraft Bedrock vs. Java (which is better),1
JAVA~LENO (Audio officially),1
The Untold Story of Java,1
Introduction to Java Language | Lecture 1 | Complete Placement Course,1
Java Tutorial for Beginners | Learn Java in 2 Hours,1
This mat helped me learn Java so fast 😭 #coding #java #programming #computer,1
BEST Java/Bedrock Minecraft Server 🔎#minecraft #minecraftserver,1
How to play the EARTH SMP on Java...,1
Java Full Stack Developer Salary | Java Developer Salary &amp; Skills Needed | Intellipaat #shorts #java,1
Here’s the BEST SEED FOR JAVA! #shorts,1
Jogadores do java testando o novo golem,1
java gets a bedrock exclusive **RARE**,1
Java Tutorial for Beginners,1
Python or Java? #codingninjas #coding #java #python,1
Which Coding Language Pays More in 2025? Python vs Java.. #python  #java #courses,1
Why Java Mods Are So Much Better Than Bedrock Mods? #minecraft,1
#01 Introduction to Java Programming Tutorial Series | For Beginners in Tamil | Error Makes Clever,1
ஆரம்பிக்குறோம் Scratchல இருந்து இன்னைக்கு Day 01 | What is Java,1
C++ or Java? Comment below  #codingninjas #coding #programming #java #c++,1
Java Full Course for free ☕ (2025),1
🔥Python vs Java: Which One Should You Learn? #shorts #simplilearn,1
The Ultimate Programming Language Showdown: C++ vs C# vs Java vs Python,1
🔥Salary of Java Full Stack Developer #shorts  #simplilearn,1
Java Vs Python                                           #developer #python #java #developer #fyp,1
Minecraft Movie: Is It Bedrock Or Java?,1
Spring Boot Interview Mastery | Question &amp; Answer Guide for Developers | Part-7 @Javatechie,1
Spring vs Spring Boot? | Java Interview Question | Spring Framework Explained #TDshorts 7,1
🚀 Build FULL STACK App FAST! Angular 18 + Spring Boot 3 + MySQL (2025) #FullStack #Angular #java,1
Struggling with Slow Microservices? Optimize with the Aggregator Design Pattern : Spring Boot 🚀,1
Spring Boot ShedLock in Action! 🚀 Prevent Duplicate Scheduled Jobs| @Javatechie,1
Build Real-Time Notifications in Spring Boot Applications Using WebSocket | @Javatechie,1
AsyncAPI + Kafka Microservices 🔥 | SpringWolf Auto-Docs in Spring Boot (Zero Config),1
🚀 Spring Boot + gRPC |  Build Your First Microservice | Unary RPC Server Example! 🔥@Javatechie,1
Spring Boot CRUD Operations,1
How to Run Spring Boot Projects in Visual Studio Code on Windows 11 [ 2025 ] Java Spring Framework,1
🚀  Spring Boot + gRPC Client | Consume gRPC Unary Service | @Javatechie,1
"Spring Boot Unit Testing and Integration Testing with JUnit, Mockito and MockMvc -  [2022]",1
Top 3 tricky Senior Developer Interview Questions &amp; Answers | Spring boot Microservice | Code Decode,1
Micrometer in Spring Boot 3 | Interview Question and Answers | Code Decode,1
Spring Boot + gRPC Bidirectional Streaming Explained 🚀 | Real-Time Example | @Javatechie,1
How to Deploy Spring Boot App with PostgreSQL on Render  For Free | Docker  + Docker Hub Push,1
How to install Spring Tool Suite STS on Windows 10/11 [ 2025 Update ] Spring Boot Framework Project,1
Generative AI - Spring Boot || Naresh IT,1
The SIMPLEST Way to Implement OAuth2 in Spring Boot With Real World Example 🔥 Step-by-Step Tutorial,1
🚀 Deploy Full Stack React + Spring Boot + MongoDB App to Netlify &amp; Railway | (Free &amp; Easy) 🔥,1
Component Vs Bean In Spring #javadeveloper #coding #javaframework #springboot,1
Spring Boot Tutorial for Beginners [2025],1
#5 What is Spring Boot?,1
Why Spring Boot is the BEST Backend Framework,1
Tomcat vs Netty: 10X Performance Boost 🚀 | Spring Boot Blocking Problem Explained,1
#1 What is Spring Framework?,1
Spring vs Spring Boot #java #interview #interviewtips #springboot,1
Spring Boot Tutorials | Full Course,1
"Lets Build Twitter From the Ground Up: Episode 265 || Java, Spring Boot, PostgreSQL and React",1
The ULTIMATE Guide to Spring Boot: Spring Boot for Beginners,1
Spring Framework and Spring Boot Tutorial with Project,1
Kafka vs REST in Microservices 🔥 | Why Event-Driven Wins ⚡ | Spring Boot,1
🔥Spring MVC Interview Questions | Spring Boot Vs Spring MVC | Intellipaat #Shorts #SpringMVC,1
How Spring Boot Can Be A Game Changer For Your Career,1
How To Dockerize Spring Boot Application ✅ #docker #springboot,1
Java spring boot roadmap | #springframework #springboot #job #placement #engineering,1
What is Spring-Boot Framework? (explained from scratch),1
Circular Dependancy In Spring Boot #coding #springboot #java,1
Spring Boot Full Course - Learn Spring Boot In 4 Hours | Spring Boot Tutorial For Beginner | Edureka,1
MERN or spring boot?,1
The Ultimate Spring Boot Roadmap for Java Developers (2025 Update),1
Spring Boot Tutorial | Full Course [2023] [NEW],1
Spring Framework (O Salvador do Java) //  Dicionário do Programador,1
Send Emails From Spring Boot App ✅ #coding #javaframework #springboot #programming #java,1
Spring Boot Deep Dive | How It Simplifies Java Apps &amp; Microservices,1
Retryable Annotation In Spring #springboot #programming #javadevelopment #coding,1
Spring Boot Tutorial for Beginners | Full Course 2025,1
#TRANSACTIONAL en #SPRING BOOT,1
What is Spring Boot in Hindi | The Whys and Hows of this Java Marvel!,1
Spring Boot Tutorial - Crash Course,1
System Design for Beginners Course,1
System Design Concepts Course and Interview Prep,1
What is System Design and how is it useful?,1
20 System Design Concepts Explained in 10 Minutes,1
System Design for Beginners,1
8 Most Important System Design Concepts You Should Know,1
System Design Primer ⭐️: How to start with distributed systems?,1
7 System Design Concepts Explained in 10 Minutes,1
System Design was HARD until I Learned these 30 Concepts,1
[A-Z] System Design Roadmap | Telugu | Vamsi Bhavani,1
How to Answer System Design Interview Questions (Complete Guide),1
20 System Design Concepts You Must Know - Final Part,1
System Design Was HARD - Until You Knew the Trade-Offs,1
System Design Interview: A Step-By-Step Guide,1
WHATSAPP System Design: Chat Messaging Systems for Interviews,1
How I Mastered System Design Interviews,1
System Design: TINDER as a microservice architecture,1
[Complete] System Design Roadmap with Videos/Blogs for Everyone - Interviews and Kickstart Career,1
Design Youtube - System Design Interview,1
System Design Interview – BIGGEST Mistakes to Avoid,1
I ACED my Technical Interviews knowing these System Design Basics,1
Top 7 Most-Used Distributed System Patterns,1
UPI System Design Mock Interview with Gaurav Sen &amp; @sudocode,1
What is system design process in software engineering ?,1
System Design - Part 1 | Introduction &amp; Career Path | Why you need to learn System Design?,1
How to Crack Any System Design Interview | Scalable System Design,1
Google India Engineers in a Mock System Design Interview,1
System Design: Why Is Docker Important?,1
Design Twitter - System Design Interview,1
Design a Payment System - System Design Interview,1
Tiny URL - System Design Interview Question (URL shortener),1
System Design Interview: Design Uber w/ a Ex-Meta Staff Engineer,1
System Design Interview: TikTok architecture with @sudocode,1
How to Crack System Design Interviews – Drive With Me,1
5 Tips for System Design Interviews,1
Twitter System Design | System Design Interview Question,1
سبب نجاح المشاريع الكبيرة | System Design (C4 Model),0
Zoom System Design | WhatsApp / FB Video Calling System Design | System Design Interview Question,1
System Design Interview: Design Ticketmaster w/ a Ex-Meta Staff Engineer,1
Uber System Design | Websockets and Event Driven Architecture,1
System Design BASICS: Horizontal vs. Vertical Scaling,1
System Design Interview – Step By Step Guide,1
System Design Interview Questions 2025 | System Design Interview Questions &amp; Answers | Intellipaat,1
Instagram System Design | Meta | Facebook,1
Networking Essentials for System Design Interviews,1
Lets talk about System Design,1
System Design Mock Interview: Design a Rate Limiter (with Meta Engineering Manager),1
"System Design Interview: Architecture of Amazon, Flipkart like e-commerce system with @gkcs",1
System Design Interview Concepts [FULL TUTORIAL],1
Complete System Design Roadmap 2025 | HLD &amp; LLD by Shradha Ma&#39;am,1
MERN Stack Tutorial for Beginners with Deployment – 2025,1
Still Learning MERN Stack in 2025? Here’s the HARSH Truth No One Tells You!,1
How To Make MERN Stack Chat App With Socket.io | Build Real-Time Full Stack Chat Application,1
MERN Stack Tutorial with Deployment – Beginner&#39;s Course,1
Build Full Stack Doctor Appointment Booking System Using MERN Stack | Complete React JS Project,1
Mern vs fullstack,1
"Complete MERN Authentication System With Password Reset, Email Verification, JWT auth",1
MERN Stack Developer Roadmap🔥 #mernstack,1
MERN Stack Roadmap #shahidnaeem #mernroadmap #mernstack #coding #programming #code #reactjs #develop,1
MERN Stack Tutorial #1 - What is the MERN Stack?,1
"Build Full Stack Job Portal App with React js, Express js. Node js, Clerk Auth and Sentry 2024",1
How To Create Full Stack Text to Image Generator AI SaaS App Using React JS | MERN Project,1
Build Full Stack LMS Website using MERN Stack | Create Full Stack React JS Project 2025,1
MERN Stack vs MEAN Stack: Which Full Stack is Right for You? #shorts #mernstack #meanstack,1
Roadmap to become a Mern Stack Developer  🔥🔥,1
Full-Stack or Web Development: Which should you learn?  #shorts #fullstack #webdevelopment,1
MERN Stack future in Next 5 years | Web development roadmap 2025,1
What is the MERN Stack Myth?,1
Reality of MERN STACK competition #shorts,1
MERN stack is DEAD? Career Advices not to miss!!,1
MERN Stack Tutorial - Book Store Project,1
Is the MERN Stack Really Dead in 2025? | What Developers need to know #shorts #web,1
"What is MERN STACK? - MongoDB, Express, React, Node.js - Full Tutorial",1
MERN Stack ❇️ Java Full stack ✅ Is MERN Stack Better than JAVA full stack🎧 #shorts,1
Cancel Orders with a Click 🛒 MERN Stack in 60 Secs!,1
What is MERN Stack in Telugu | MERN Stack అంటే ఏంటి | MongoDB Express React Node | Vamsi Bhavani,1
MERN Stack vs. Full Stack Development,1
Complete MERN Stack Developer Roadmap For Beginners (2023),1
Learn The MERN Stack - Express &amp; MongoDB Rest API,1
MERN Stack Vs Java Full Stack Development in 2024 | Kya Seekhu - MERN vs JAVA Development ?,1
MERN Stack is Dead?  (the right full-stack path for 2025),1
Mastering MERN as a BEGINNER | Tanay Pratap Hindi,1
MERN Stack in Action #developer #coding,1
MERN Stack Development roadmap in Tamil 🚀😱#mernstack #roadmap#tamil#trending #tamilshorts,1
What does it mean to be a MERN Stack Developer? #shorts,1
"The ULTIMATE MERN Stack Complete Guide (MongoDB, Express, React, Node.js)",1
🕸️📲MERN Stack Explained in Tamil❓| #thillaithetechie,1
🏞 Roadmap To Become MERN Stack Developer 🏞,1
"Tech terms, explained: MERN Stack",1
Comment “RunTym” for 70+ MERN STACK Interview Questions #coding #programming #runtym #interview,1
MERN Stack Full Course 2023 | Complete MERN Stack Developer Course | MERN Stack | Simplilearn,1
What is MERN Stack? #wellactuallygirl #mern #mernstack #mongodb #express #react #nodejs #node #short,1
MERN Stack Tutorial for Beginners - Deployment Included,1
Upto 30 LPA MERN Stack Developer Guide🧑‍💻💸 | MongoDB | ExpressJS | ReactJS | NodeJS | GFG,1
🚀MERN stack in Tamil🔥mern tamil #mern #mernstack #intamil #react #shorts #viral,0
Build and Deploy a Full Stack Social Media App using React js | MERN Stack Project 2025,1
5 MERN Stack Projects ideas #shorts #projects @ApnaCollegeOfficial,1
MERN Stack VS Java Full Stack Development in 2025 | Best Skill To Learn 🔥🔥,1
How to Become a MERN Stack Developer,1
Introduction to MERN stack | Complete React Course in Hindi #41,1
13 Low Fees High Placement MBA Colleges in India | Best MBA Colleges #shorts,0
IIT Placement Report 2024: The Reality🤔🤔#jee #jee2025 #iit #iitjee #iitplacement #placement,0
Kaise Milta hai 1 CRORE ka package 🤑 - All about IIT Placements #iit #placement,1
Can you guess his iit package? 😅 #iitbombay #iitdelhi #nova #iitstatus #placement #iitplacements,0
How IITians Prepare For PLACEMENTS? #rushikale #iit #iitbombay,0
Placement Aise Hota Hai... 🤔 #vlog #college #placement #interview,0
Top 10 Indian Colleges by Placement Packages | Anurag Aggarwal,0
How to prepare for Placements &amp; Internships as a FRESHER in 2025 ?,1
"NIAMT Ranchi Full Review | Placement, Fee, Campus, Cutoff &amp; Admission 2025",0
The Harsh Truth About Off-Campus Placements 😓,1
From IIT to ₹____ per Month 😳 | IIT Placement Salary 🔥 IITians Salary Per Month in India #jee #iit,1
5 Tips for Maximum Package College Placement,1
IIT BHU Ka Jalwa 🔥🥶 Highest Package Vs Average Package #iitmotivation #iitjee #placement,0
Top 5 NITs in INDIA ( Placement wise ) #shorts #jeemain #nit #iit,0
Placement ki tension ❌ Zinda Rhne ki Tension ft Electrical Students! #minivlog #shorts #viralvideo,0
GOOD vs BAD Placements in Clash Royale #clashroyale #placement #shorts,0
Poor Placement... #dnd #ttrpg #dnd5e,1
Unfortunate hand placement 💀 #cheer #stunt #shorts,1
The Hand Placement😍❤️@isabellaafro  #habibi #reaction #africa #couple #travel #shorts,1
"Foster care placement call example, sometimes there are miscommunications",1
90 Days Placement Preparation Plan for College Students &amp; Freshers 🚀 | Get Placed in Top Companies 💼,1
How to get Tech Placement in 6 Months? Study plan for Software Engineering Placements,1
This is how Google and Microsoft Hires😱😱#google #hiring #microsoft #jobs #placement #job #btech,1
Highest package IIT Bombay🔥 #iitbombay #placements #iit #jee #iitjee #gate#shorts #iitian #package,1
How do IITians prepare for PLACEMENTS !? #iit #rushikale #iitbombay,1
60 LPA room 🗿#iit #placement,0
