title,label
3D Graphics: Crash Course Computer Science #27,
How to open a lock easy way,0
How to start Competitive Programming? For beginners!,
MERN Stack Roadmap #shahidnaeem #mernroadmap #mernstack #coding #programming #code #reactjs #develop,1
POV: Playing JAVA Games on Nokia E72 From 2009,
The earth as a planet - Carl Sagan&#39;s 1977 Christmas Lectures 1/6,0
2.2 core first day highest package IIT Bombay. #shorts #iitbombay #short #motivation #placement #iit,1
VIT Student Placement Testimonial,
⚡Watch Lectures like AIR 1🗿JEE 2026 | JEE 2027 | NEET 2026 | IIT motivation #jee #iit #shorts,0
Junior Developer 🤡 VS Senior Developer 🤓#web  #webdeveloper #webdevelopment #coding #programming,1
When hockey instincts kick in on the golf course #shorts,0
Java Full Course for Beginners,1
Mechanical Placement Coaching | Polytechnic Placement | #mechanicalengineering | #polytechnic,1
Chances of Going Pro - Brandon Sanderson&#39;s Writing Lecture #1 (2025),0
Circular Dependancy In Spring Boot #coding #springboot #java,
POV: Playing JAVA Games on an 18 Year Old Nokia 3D GPU Phone...,
Web Developer vs Web Designer | Which One is for You?,1
#MBA #colleges  with Low #Fees and High #placement | #High Return on #investment MBA #2023!,
Java Skeleton VS Bedrock Skeleton 💀,
How to play the EARTH SMP on Java...,
Placement ki tension ❌ Zinda Rhne ki Tension ft Electrical Students! #minivlog #shorts #viralvideo,0
How To Do “Footwork” | Beginner Dance Tutorial,0
Play Safe at the Waterpark! Learn Safety Rules | Educational Videos &amp; Cartoons For Toddlers,0
#TRANSACTIONAL en #SPRING BOOT,1
Data Structures &amp; Algorithms #1 - What Are Data Structures?,
#6 Brainstorming on EDUCATION with Sandeep Maheshwari,0
not a single recorded lecture will be watched #collegelife #college  #attendance #class #lecture,0
Junior Developer 🤡 VS Senior Developer 🤓#web  #webdeveloper #webdevelopment #coding #programming,
Healing Your Heart With Quranic Verses - Mufti Menk | Islamic Lectures,0
Top 3 tricky Senior Developer Interview Questions &amp; Answers | Spring boot Microservice | Code Decode,1
Rat Dance Tutorial🐀🔥 #shorts,0
Your way’s better dance(made easy) tutorial✅ #yourwaysbetter #shorts  #youtubeshorts #tutorial #fyp,0
Mastering MERN as a BEGINNER | Tanay Pratap Hindi,1
Journey of Legendary Competitive Programmer William Lin | Competitive Programming By Coding Ninjas,
Programming Basics: Statements &amp; Functions: Crash Course Computer Science #12,1
Competitive Programmers favourite programming language #icpc #competitiveprogramming #cplusplus,1
How To Get Itachi Voucher In Free Fire || Epic Ninja Trials Event Defect Problem Kaise Thik Hoga,0
Gennady Korotkevich Biography: The Unstoppable King of Coding | Tourist&#39;s Journey to 4000 Elo,1
1 Year of Learning Web Development (Self Taught),1
"Preschool &amp; Toddler Learning Video with Ms Rachel - Learn Shapes, Letters, Numbers, Colors &amp; More",0
O Aldeão do Bedrock Sola o do Java,
How To GET HOT DOG In Grow A Garden! (HOT DOG RECIPE COOKING EVENT) Roblox,0
My Placement Day!!🥹❤️ last semester in IIT ep:4 #minivlog #iit #placement,
12th के साथ JOB + COURSE की तैयारी कैसे करें? | Career Guidance 2026 | By Avinash Sir,0
"Tech terms, explained: MERN Stack",
Knife Skills: How to Slice an Onion,0
How to do a Handstand,0
Spring Framework (O Salvador do Java) //  Dicionário do Programador,1
GOOD vs BAD Placements in Clash Royale #clashroyale #placement #shorts,
here&#39;s a tutorial for everyone wondering how (: #trending #viral #tiktok,0
Java Full Course for Beginners,1
JEEPS &amp; JAVA event at Cross Jeep (Over 150 Jeeps!),
FREE GOOGLE COURSES !!! Earn 50k plus 👌🏻😱,1
Free Data Structures and Algorithms Course ~35 Hours | #DSA #faang,1
"How to Make ₹1 Crore with ₹50,000 Salary | Wealth Plan for Middle-Class India | Sanjay Kathuria",0
Learn DSA Using Projects,
Free Microsoft AI Course For Absolute Beginners in 2024,1
"ULTIMATE Educational Learning Video for Toddlers! Kids Learn Best Colors, DIY Numberblocks, Counting",0
How I Became A Software Engineer Without Computer Science Degree | Amazing Story,1
App Dev vs Web Dev: What to Choose?,1
Top Competitive Programmer vs. FAANG Interview Questions,1
Robots: Crash Course Computer Science #37,1
Lecture,0
MERN Stack Development roadmap in Tamil 🚀😱#mernstack #roadmap#tamil#trending #tamilshorts,1
Get SEBI &amp; NISM Certified For FREE!,0
POV: Playing 3D Java Games on 18 Year Old Nokia Phone...,
DSA Complete Series 🚀 : Data Structures &amp; Algorithms | by Shradha Khapra Ma&#39;am,
Java tutorial beginner| Java interview questions | Java questions and answers | java syllabus #java,1
POV : Installing &amp; Playing Java Games on Nokia E72 (2009),
The Complete Web Development Roadmap,
FINALLY🤩 New Hidden Achievement Mission 🤯| How To Complete All Achievement Mission In Free Fire 2025,0
POV: Playing Touch JAVA Games on Nokia Asha 303 From 2011,1
Web Development For Babies,
This mat helped me learn Java so fast 😭 #coding #java #programming #computer,
Speak English Confidently || Sumita Roy || IMPACT || Trending with 24M Views on Youtube,0
Subscribe for more coding tips⬆️#trending #ai #coding #cs #python #java #viral #shorts #study,
Kaise Milta hai 1 CRORE ka package 🤑 - All about IIT Placements #iit #placement,
Can you guess the output of following code in java #corejava #coding #program #java4quicklearning,1
How To Become A Mummy 😱,0
Google India Engineers in a Mock System Design Interview,
Lecture Ke Kaise Notes😱💯#pw #shorts #physicswallah #neet,0
Philosophy in One Lecture,0
Spring Boot Interview Mastery | Question &amp; Answer Guide for Developers | Part-7 @Javatechie,1
Journey of Legendary Competitive Programmer William Lin | Competitive Programming By Coding Ninjas,1
Web Developer&#39;s Life be Like!,1
"Important full forms degrees, Course, Certificate etc. #mba #ma #ssc #bcom #fullform #gk #shorts",0
Maths Required for Competitive Coding #shorts,
#shorts #howtodance #tutorial #dance #bachata,0
Computer Science at Bath,1
How I Mastered Data Structures and Algorithms,
20 System Design Concepts Explained in 10 Minutes,
Take your Logic and Problem Solving Skills to the Moon | Coding | Competitive Programming | Guidance,
Learn Java in 14 Minutes (seriously),1
Web Development Complete RoadMap for 2025 | from Basics to Advanced,
🌎 Top Programming Languages &amp; Thier Uses #python #javascript #c++#java #swift #shorts #tech #viral,1
Mastering MERN as a BEGINNER | Tanay Pratap Hindi,
SHIMMER &amp; SHINE DANCE TUTORIAL! ✨🩷🩵 ( FOLLOW ALONG! ) - CadelandMia #tutorial #cute #dance #viral,0
There is an Order to Learning Data Structures &amp; Algorithms!!!,1
Best Learning Videos For Kids | The Dr.Binocs Show | Fun Learning Videos For Kids | By Peekaboo Kids,0
MERN Stack in Action #developer #coding,1
Intro to Psychology: Crash Course Psychology #1,0
MERN Stack Tutorial for Beginners - Deployment Included,
3 Essential Skills you can start learning today! #excel #shorts,0
Bridging On Java VS Bridging On Bedrock 💀,
Spring Boot Tutorials | Full Course,1
Web Developer vs Web Designer | Which One is for You?,
Day 023 - 🤯 Css order button v2 design #coding #programming #cssanimation #webdevelopment #css #html,
HATE CODING? 20LPA+ NON-TECH JOBS 💸 #Jobs #nontechjobs,1
WHAT IS COMPETITIVE PROGRAMMING?,
BEST BOOKS FOR COMPETITIVE PROGRAMMING,
"The ULTIMATE MERN Stack Complete Guide (MongoDB, Express, React, Node.js)",1
Alan Turing: Crash Course Computer Science #15,1
Roadmap to become a Mern Stack Developer  🔥🔥,1
20 System Design Concepts You Must Know - Final Part,1
Dynamic Programming Vs. Competitive Programming !! #DPvsCP #programming #skills,1
MERN stack is DEAD? Career Advices not to miss!!,1
How to Install Java JDK 24 on Windows 11,1
POV: Playing 3D Java Games on 18 Year Old Nokia Phone...,1
MERN Stack is Dead?  (the right full-stack path for 2025),1
Full-Stack or Web Development: Which should you learn?  #shorts #fullstack #webdevelopment,
Check if a number is even or odd without using loop or if- else #java #program #java4quicklearning,
❌How To Make Notes with Online Lectures?!📝 #jee #motivation,0
Air walk tutorial ✅ #funk #remix #airwalk #tutorial #dance #shortsfyp #slickback,0
Why You Need Data Structures and Algorithm Skills in Coding #programming #coding #softwareengineer,
🕸️📲MERN Stack Explained in Tamil❓| #thillaithetechie,1
MERN Stack ❇️ Java Full stack ✅ Is MERN Stack Better than JAVA full stack🎧 #shorts,
Programming#python#javascript#java#c++#assembly #coding,1
Top 3 tricky Senior Developer Interview Questions &amp; Answers | Spring boot Microservice | Code Decode,
How to Hold Chopsticks with Jet Tila,0
What type of person are you at an Islamic lecture #shorts,0
How to Crack System Design Interviews – Drive With Me,1
Sarah Paine: The War For India (Lecture &amp; Interview),0
The Untold Story of Java,1
&#39;This is my job&#39; - A wholesome moment during an Oxford University lecture 🥰,0
Generative AI - Spring Boot || Naresh IT,
Representing Numbers and Letters with Binary: Crash Course Computer Science #4,1
What is Philosophy?: Crash Course Philosophy #1,0
IQTEST 35#iqtest #iq #braintest #school #schoolactivity #childrenactivities #education,0
Physics Lecture is More Important! 🤯 @PWVidyapeeth.Maharashtra #shorts,0
What is MERN Stack in Telugu | MERN Stack అంటే ఏంటి | MongoDB Express React Node | Vamsi Bhavani,1
App Dev vs Web Dev: What to Choose?,
#1 What is Spring Framework?,1
This mat helped me learn Java so fast 😭 #coding #java #programming #computer,1
What is Competitive Programming ? 🤔 Is It Necessary For Placement? #collegewallah #pwskills,
The Five Senses and more 1 hr kids educational learning video!,0
BEST Java/Bedrock Minecraft Server 🔎#minecraft #minecraftserver,
On-Campus Placements vs Off-Campus Placements! #code #codingblocks #oncampus #offcampus #placement,
Top 5 Data Structures for interviews,1
System Design: Why Is Docker Important?,1
Roadmap for Java Developers.,1
ஆரம்பிக்குறோம் Scratchல இருந்து இன்னைக்கு Day 01 | What is Java,1
"Build Full Stack Job Portal App with React js, Express js. Node js, Clerk Auth and Sentry 2024",
Placement ki tension ❌ Zinda Rhne ki Tension ft Electrical Students! #minivlog #shorts #viralvideo,
How To Remove Sea Urchin Spines 😬,0
The Deadliest Infectious Disease of All Time | Crash Course Lecture,0
How to Run Spring Boot Projects in Visual Studio Code on Windows 11 [ 2025 ] Java Spring Framework,1
Java vs Python: Which Language Should You Learn in 2025?  #shorts #java #python,
Micrometer in Spring Boot 3 | Interview Question and Answers | Code Decode,1
Why You Need Data Structures and Algorithm Skills in Coding #programming #coding #softwareengineer,1
Why Did World War I End So Suddenly? The Unexpected Armistice of 1918 - David Stevenson,0
SHIMMER &amp; SHINE DANCE TUTORIAL! ✨🩷🩵 ( FOLLOW ALONG! ) - CadelandMia #tutorial #cute #dance #viral,0
Web Development Explained in 60 Seconds,
HTML Basics to Advanced: Mastering Junior &amp; Senior Level Skills!&quot; #webdevelopment #css #html,1
IIT Bombay Lecture Hall | IIT Bombay Motivation | #shorts #ytshorts #iit,0
Backend web development - a complete overview,
System Design Primer ⭐️: How to start with distributed systems?,
Competitive Programming Roadmap | 0 to 6⭐ and Candidate Master | How to Start | 2024,
How to start Competitive Programming ? Guide for Beginners !,
System Design Mock Interview: Design a Rate Limiter (with Meta Engineering Manager),
Btech placement skills,
POV: How to catch a Thief,0
Competitive Programming #coding #programming,1
Introduction to Java Language | Lecture 1 | Complete Placement Course,1
Spring Boot Deep Dive | How It Simplifies Java Apps &amp; Microservices,
Introduction to Data Structure and Algorithm | DSA Placement Course,
Cornfield Chase #piano #interstellar #learn #tutorial  #lesson #piano #pianotutorial #pianomusic,0
The Dark Side of Competitive Programming,1
ஆரம்பிக்குறோம் Scratchல இருந்து இன்னைக்கு Day 01 | What is Java,
What You Need to Succeed in Computer Science,1
Web Development Explained in 60 Seconds,1
Top 5 Competitive Programmers in the World🌍💻,
"Delicious watermelon dishes🍉, first course and cake. #candy #food",0
"Learn Numbers, Colors, Shapes, First Words, ABC | Kids Learning Videos | Toddler Learning With Lucas",0
Learn The MERN Stack - Express &amp; MongoDB Rest API,1
How to Become a Web Developer in 2025?,
"Instantly creates a full sitemap, wireframe and style guide #webdevelopment #webdesign #productivity",
Early Computing: Crash Course Computer Science #1,1
What is Competitive Programming?,
TVK Vijay | Education Award Function | School Students | Fun | Sun News,0
Competitive Programming #mysirg,
Les formes en anglais 3 🇬🇧 #apprendre #enfants #débutant #education #maternelle #géométrie,0
System Design Interview – Step By Step Guide,
"No, no, no, no, no",0
Java spring boot roadmap | #springframework #springboot #job #placement #engineering,1
Eric Prydz VS Pink Floyd - &#39;Proper Education&#39; (Official Video),0
POV: Playing JAVA Games on Nokia E72 From 2009,1
Adobe illustrator tutorials - Adobe illustrator for beginners #graphicdesigntools #tutorial,0
MERN Stack VS Java Full Stack Development in 2025 | Best Skill To Learn 🔥🔥,
Java vs Python: Which Language Should You Learn in 2025?  #shorts #java #python,
Nietzsche: Socrates is Ugly,0
New students #students #information #learning #education #class #simplelearning #fun,0
Web Developer कैसे बने? | 3 Best Free Courses to Become a Web Developer [Complete Guide],
Computer Science vs Software Engineering - Which One Is A Better Major?,
The Dark Side of Competitive Programming,
Harvard Course Requirements,0
Pro-Israeli heckler disrupts lecture by historian Ilan Pappe,0
UPSSSC PET Geography Classes 2025 | PET दर्शन सीरीज | UPSSSC PET Indian Geography Marathon,0
How I Became A Software Engineer Without Computer Science Degree | Amazing Story,
I ACED my Technical Interviews knowing these System Design Basics,1
DOUBLE CHARGE pen spinning tutorial 🌀 #shorts,0
System Design Interview – BIGGEST Mistakes to Avoid,
how much DSA to learn?,
How to do Competitive Programming?? | Programming Tips | #Shorts #PWSkills #PhysicsWallah,
Competitive Programmers ft @gkcs,1
System Design BASICS: Horizontal vs. Vertical Scaling,
"The ULTIMATE MERN Stack Complete Guide (MongoDB, Express, React, Node.js)",
🚀MERN stack in Tamil🔥mern tamil #mern #mernstack #intamil #react #shorts #viral,
Reality of MERN STACK competition #shorts,1
GOOD vs BAD Placements in Clash Royale #clashroyale #placement #shorts,0
From Beginner to Grandmaster - Complete Roadmap for Competitive Programming,1
VIT Student Placement Testimonial,1
Twitter System Design | System Design Interview Question,1
20 System Design Concepts Explained in 10 Minutes,1
Web Development Complete RoadMap for 2025 | from Basics to Advanced,1
10 Math Concepts for Programmers,
The Power of Firebase for Your Web Development! 🚀 #firebase #shorts #firebasedatabase,
good touch bad touch #school #education #playandlearn #activities #govtschool #goodtouchbadtouch,0
Top 5 😱 computer courses in-demand in 2025.,0
One of the reasons why u can’t wear colored contacts#howto #cosplay #foryou  #tutorial,0
Adobe India Hackathon 2025 – All Questions Solutions | Quiz + Coding | 11 July 2025,
Sarah Paine: Why Japan Lost WW2 (Lecture &amp; Interview),0
"How to get Google, Microsoft, and IBM certificates for free ?  Try this! 😉 #shorts #certification",0
How do IITians prepare for PLACEMENTS !? #iit #rushikale #iitbombay,1
What are Data Structures?,
പെട്ടന്ന് ജോലി കിട്ടാൻ ഏതു എടുക്കണം - Professional or Degree Course? #courses #smet #originals,a
Complete System Design Roadmap 2025 | HLD &amp; LLD by Shradha Ma&#39;am,
Best Way to Practice Competitive Programming,1
Top 10 Indian Colleges by Placement Packages | Anurag Aggarwal,0
Data Structures and Algorithms in Python - Full Course for Beginners,1
🔥Spring MVC Interview Questions | Spring Boot Vs Spring MVC | Intellipaat #Shorts #SpringMVC,
Plan for Front End &amp; Back End Developer | #frontend #backend #developer,1
MERN Stack Tutorial with Deployment – Beginner&#39;s Course,
improve logical thinking / innovative ideas. #education #maths #school #viralshorts #youtubeshorts,0
🕸️📲MERN Stack Explained in Tamil❓| #thillaithetechie,
POV: Playing 3D Java Games on Classic Nokia XpressMusic...,1
Minecraft Bedrock vs. Java (which is better),
How To GET SALAD In Grow A Garden! (SALAD RECIPE COOKING EVENT) Roblox,0
Cup sambrani making by our students #specialschool # vocational training #education #sambrani,0
merchant navy course | dns | Bsc nautical science | B.Tech Marine Engineering | #merchantnavy #ship,0
Roadmap for Java Developers.,
Why Spring Boot is the BEST Backend Framework,
Step by Step Back Handspring Tutorial 🤸‍♀️✨,0
Passo Bem Solto dance tutorial😳🕺 #shorts,0
Pen spinning tutorial 👀#shorts,0
The Ultimate Spring Boot Roadmap for Java Developers (2025 Update),
Placement Strategy 2025 | Roadmap to Crack Tech Job in 6 months,1
Top Competitive Programmer vs. FAANG Interview Questions,
Campus Placement Salary at SRM?💰,
Oxford University Department of Computer Science tour,
How To Survive In A Sewer 😧,0
How IITians Prepare For PLACEMENTS? #rushikale #iit #iitbombay,0
Junior vs Senior Backend developer| Beginner vs Pro | #programming #java #interview #coding #backend,
How Spring Boot Can Be A Game Changer For Your Career,
MERN Stack ❇️ Java Full stack ✅ Is MERN Stack Better than JAVA full stack🎧 #shorts,1
Unfortunate hand placement 💀 #cheer #stunt #shorts,
The best roadmap for competitive programming,
Lecturer किसे बोलते हैं ? | TEAM,0
What is computer science? | Intro to CS - Python | Khan Academy,
how to draw a body,0
Junior vs Senior Backend developer| Beginner vs Pro | #programming #java #interview #coding #backend,1
Old Programmer vs New Programmer 🤣  #coding #webdesign #python #frontendcourse #webdevelopment #css,
On-Campus Placements vs Off-Campus Placements! #code #codingblocks #oncampus #offcampus #placement,1
The SIMPLEST Way to Implement OAuth2 in Spring Boot With Real World Example 🔥 Step-by-Step Tutorial,
🔥Salary of Java Full Stack Developer #shorts  #simplilearn,
7 System Design Concepts Explained in 10 Minutes,1
makeup tutorial #fyp #makeup #viralshorts,0
Web Development For Babies,1
MERN Stack Tutorial - Book Store Project,
Learn Java in 15 Minutes (seriously),1
Why Java Mods Are So Much Better Than Bedrock Mods? #minecraft,1
My Placement at IIT Guwahati From CSE | IIT Motivation 🔥 #iit,
Competitive Programming is a Gimmick,
💥IIT Bombay JEE Advanced 2025 | B.Tech Fees &amp; Placement Package Revealed!,
REAL MEWING TUTORIAL💀#real #mewing #tutorial #shelove #jawline #stepbystep,0
Unfortunate hand placement 💀 #cheer #stunt #shorts,1
Minecraft Movie: Is It Bedrock Or Java?,
The best roadmap for competitive programming,1
POV: Playing Java Games on a Classic Nokia XpressMusic...,1
Magic Square (1-9) /Teacher innovative 💡#education #maths #school #students #shorts  #youtubeshorts,0
BEST Way To Learn Data Structures And Algorithms (for beginners),
I was bad at Data Structures and Algorithms. Then I did this.,1
DSA vs Competitive programming sigma male discussion about that #sigmarule #coding,
System Design Primer ⭐️: How to start with distributed systems?,1
Visualize data structures and algorithms,
Unplugged - What is Computer Science?,
5 Tips for Maximum Package College Placement,
Python or Java? #codingninjas #coding #java #python,1
"After BCom/BBA Best Professional Courses in India - Salary after CMA USA, CPA, ACCA, CFA, EA",0
Minecraft Bedrock vs. Java (which is better),
Top 6 Coding Interview Concepts (Data Structures &amp; Algorithms),
Computer Science Degree Explained,1
Fluffy Squishy 😱 #tutorial #diy #squishy #fluffy,0
YOU DONT NEED A HIGH IQ FOR COMPETITIVE PROGRAMMING,1
China Amazing School #shorts #viral #school #china #facts #students #short #chineseschool #education,0
MERN Stack Tutorial for Beginners - Deployment Included,1
Drawing a chair with &#39;H&#39; / innovative ideas #drawing #education #youtubeshorts #school #viralshorts,0
MERN Stack future in Next 5 years | Web development roadmap 2025,1
essay on education in english | education essay in english | 10 lines on education in english,0
Design Youtube - System Design Interview,1
Stop solving 500+ Leetcode problems,1
POV: Playing Java Games on a Classic Nokia XpressMusic...,
Blippi Learns Colors &amp; Letters For Kids With Clay | Educational Videos For Kids,0
Air walk tutorial 🔥 #funk #remix #airwalk #tutorial #dance #shortsfyp #shorts #slickback #jubislide,0
👨‍💻 Web Designer vs Web Developer: What&#39;s the Difference? 🎨  #webdesigner #webdeveloper #shorts,
System Design - Part 1 | Introduction &amp; Career Path | Why you need to learn System Design?,1
Fastest way to learn Web Development #webdevelopment #html #css #javascript,
Web Development में क्या काम करना होता है | Web Development Work | Web Development | DG Campus,1
Computer Science vs. Data Science,
Benefits of being developer #webdevelopment #frontend #html #javascript #coding #javascripttricks,1
#DSA#DataStructures #dsa #CodingShorts #DSANights #TechEducation #LearnToCode #Programming #Leetcode,1
"System Design Interview: Architecture of Amazon, Flipkart like e-commerce system with @gkcs",1
Learn Java in 15 Minutes (seriously),
How Successful People Think? Life Changing Lecture by Qasim Ali Shah,0
Link HTML with CSS | Web Development | CSE Knowledge,
Spring Boot Tutorial for Beginners | Full Course 2025,
Java Full Stack Developer Salary | Java Developer Salary &amp; Skills Needed | Intellipaat #shorts #java,
AIB : Honest Engineering Campus Placements | Part 01,
4 classiques à dévorer d’une traite ☀️🌻⛱️ #classique #lecture #livres,0
Top 5 algorithms for interviews,1
🎃 tutorial on how to make your character move! #shorts #alien #art #artandcraft #craft #fpy #meme 🎭,0
How I Mastered System Design Interviews,
TOP 10 BEST HIGH SALARY Diploma Courses After 10th &amp; 12th #shorts,0
#TaubaTauba #Dance #Tutorial #Part1,0
This obstacle course is WILD,0
System Design: TINDER as a microservice architecture,1
I was bad at Data Structures and Algorithms. Then I did this.,
The difference between Trees and Graphs (Data Structures),
Spring Boot Tutorial - Crash Course,1
How To Do the Splits 😱,0
Genius test/test your iQ #students #schoollife #education #school #mathstricks #funny #teacher #yt,0
Class 12 Physical Education Paper Review😱 Students Reaction on Paper 📝✅ #cbse #class12,0
Oreo Cookies! Recipe tutorial #Shorts,0
How To Make A Cake In Grow A Garden Roblox | Cake Recipe ,0
Carl Sagan&#39;s 1994 &quot;Lost&quot; Lecture: The Age of Exploration,0
Competitive Programming is a Gimmick,1
Google’s AI Course – 100% Free! ✅,1
#vitamina #jombriel #tutorial #trend #dance #dancetutorial #tiktok #baile,0
"how to function with long nails, a tutorial 💅🏻౨ৎ⋆ ˚｡⋆🎀",0
IQ TEST - 83 / BRAIN TEST / Innovative ideas #education #maths #school #viralshorts #youtubeshorts,0
How to get Udemy courses for free?,0
MERN stack is DEAD? Career Advices not to miss!!,
Disoriented Trump has golf course MELTDOWN,0
"Spring Boot Unit Testing and Integration Testing with JUnit, Mockito and MockMvc -  [2022]",1
Full Form of Education #learnenglish #speakenglish  #education #spokenenglish #shorts #reels,0
Still Learning MERN Stack in 2025? Here’s the HARSH Truth No One Tells You!,1
What is system design process in software engineering ?,1
Fastest way to become a Web Developer in 2025,1
SIMPLE ARM WAVE TUTORIAL 🌊 #shorts #tutorial,0
Could You Win This Obstacle Course?,0
How to Deploy Spring Boot App with PostgreSQL on Render  For Free | Docker  + Docker Hub Push,1
What next? Brain improve test #education #school #maths #youtubeshorts,0
POV: Playing Java Games on a 16 Year Old Nokia...,1
Educating Kids in the Age of A.I. | The Ezra Klein Show,0
"NIAMT Ranchi Full Review | Placement, Fee, Campus, Cutoff &amp; Admission 2025",
The perfect mat for programmers 😫 #lua #coding #programmer #java #python,1
Cancel Orders with a Click 🛒 MERN Stack in 60 Secs!,
The Aztecs: Part 1,0
System Design - Part 1 | Introduction &amp; Career Path | Why you need to learn System Design?,
Lebih masuk akal Minecraft Java atau Bedrock nih?,1
How To Remove Sea Urchin Spines 😬,0
Minecraft Movie: Is It Bedrock Or Java?,1
🔥🔥पढ़ते समय नींद को Bye Bye 👋 | Avoid sleeping while studying #shorts #reels #tips #motivation,0
"Toddler Learning Numbers, Colors For Kids, ABC Song, Toddler and Baby Learning With Lucas &amp; Friends",0
❌1 SHOT vs FULL LECTURES?! 🤯 | IIT-JEE #iitjee #motivation,0
Learning Shapes &amp; Numbers with a Fun Wooden Toy Set | Kids Learning Educational,0
Tiny URL - System Design Interview Question (URL shortener),1
Which Coding Language Pays More in 2025? Python vs Java.. #python  #java #courses,1
🏞 Roadmap To Become MERN Stack Developer 🏞,
I ACED my Technical Interviews knowing these System Design Basics,
Skeletons In Bedrock Vs Skeletons In Java… #shorts #viral,1
Spring Framework and Spring Boot Tutorial with Project,1
🔥Python vs Java: Which One Should You Learn? #shorts #simplilearn,1
Intentando Seguir un Tutorial de Dibujo #4,0
How to Fight a Gross Man 😡,0
Educational stories for kids from Vlad and Niki,0
System Design was HARD until I Learned these 30 Concepts,1
Best Order to Learn Algorithms &amp; Data Structures,1
Course After 12th and Course After Graduations Full Form #fullform #graduation #course #after12,0
What is the Future of Education? Freakonomics’ Steve Levitt &amp; Google Chief Technologist Ben Gomes,0
710&#39;s Insane Competitive Programming Training,
How To Become Red Coder? (codeforces.com),1
Stanford&#39;s Sapolsky On Depression in U.S. (Full Lecture),0
Lebih masuk akal Minecraft Java atau Bedrock nih?,1
Plan for Front End &amp; Back End Developer | #frontend #backend #developer,
"Baby Learning Colors, Shapes, Numbers, Alphabet, Fruits, Veggies, Dinosaurs &amp; Animals - 60 Min",0
Java spring boot roadmap | #springframework #springboot #job #placement #engineering,
This is how Google and Microsoft Hires😱😱#google #hiring #microsoft #jobs #placement #job #btech,
Reality of MERN STACK competition #shorts,
Made for More: A Computer Science Journey - Feature Documentary,
Moonwalk Tutorial,0
How to start Competitive Programming ? Guide for Beginners !,1
#1 Java Introduction,
My Gua Sha tutorial❤️ #guasha #tutorial,0
What You Need to Succeed in Computer Science,
My Placement Day!!🥹❤️ last semester in IIT ep:4 #minivlog #iit #placement,0
The Placement Song - Life of Every Engineer,1
Made for More: A Computer Science Journey - Feature Documentary,1
Algorithms and Data Structures Tutorial - Full Course for Beginners,1
Don’t learn Data Structure before knowing this ❌❌,
Jogadores do java testando o novo golem,1
Spring vs Spring Boot? | Java Interview Question | Spring Framework Explained #TDshorts 7,1
